,Ad Name,Adset Name,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1912,BB_FB_1241_VD_1_AdF-Vid_24w34_Challenge-FreeBook_CTA-55 - Copy,W21+ || Top LTV || BB LLA 8-10% || 1C || 03.07,$1,31,2025-03-07,2025-04-13,37
1913,BB_SM_1292_OS_2-5_AdF-St_1x1_L-US_24w39_Benefit-FreebookNew_CTA-00,P:SSS || W20+ || Top7 Eng || FrBP || Broad || 1C || 10.24,$1,49,2024-10-25,2025-04-13,170
1914,BBF_FB_3948_BR_5_AdF-St_blog_5reasonsbook_cv_en_Itr-24w35-4-SL | 5 mistakes | Eating whatever | LP:BB 575 – Copy 7,WW (incl. list) | HI/HG Engagers | 18-65+ | FB Pixel | 7C1V | 04.03,$1,51,2025-04-06,2025-04-07,1
1915,BBF_SM_132_SL_12_AdF-St_1x1_L-US_25w09_blog_bellybook_cv_en-Blog_Itr-95_PG-28DWLC | Simple belly fat | Bulge. Pooch. Pudge. | LP:BB 575,"US,UK,CA | Broad | LP: BB 575 | Top Ads | 28-Day Weight Loss Challenge | L14d – Copy",$1,28,2025-04-04,2025-04-08,4
1916,BB_TT-FB_625_L-US_GS_1_AdT-New_MN-00_BFCouldntBelieve_S-65_Itr-VO1-VD_Itr-CTA1-VD_Itr-Sc2-MD,manual || LP test || W21+ || Top LTV || /525 || BROAD || BL30d || 1C || 02.11,$1,73,2025-04-11,2025-04-14,3
1917,BB_SM_1522_SL_3_AdF-Vid_9x16_L-US_24w47_Offer-SignToGet-70Extra_CTA-331 - Copy 5,W21+ || 🌎 WW || OPL || LP:Mix || Bl30d || 1C || 03.26,$1,49,2025-03-26,2025-04-13,18
1918,DF_3655_blog_experiment70book_cv_en_BR_1080_1_PG-Ruth_Lawson | How This Woman | This 70-year | LP:experiment70 – Copy 2,WW (incl. list) | Broad | 18-65+ | FB Pixel | 7C1V | 04.03,$1,72,2025-04-06,2025-04-07,1
1919,BB_TT-FB_625_L-US_GS_1_AdT-New_MN-00_BFCouldntBelieve_S-65_Itr-VO1-VD_Itr-CTA1-VD_Itr-Sc2-MD,manual || LP test || W21+ || Top LTV || /667 || BROAD || BL30d || 1C || 02.11,$1,108,2025-04-11,2025-04-13,2
1920,BB_SM_1718_OS_4_AdF-Vid_9x16_L-US_25w08_Benefit-5Recipies_CTA-434_ItrSM-1614_3_Extra30,W21+ || 🌎 WW || BB vLLA5-10% || LP:Mix || Bl30d || 1C || 03.26,$1,117,2025-03-26,2025-04-14,19
1921,BB_GS_TT_289_14_AdT-Combo_SS-60_GS-Scr10 | [SL] - Copy,W21+ || 🌎 WW || BB vLLA1% || LP:Mix || Bl30d || 1C || 03.26,$1,227,2025-03-26,2025-04-14,19
1922,BB_FB_1206_AS_1-2_AdF-St_24w34_Benefit-FreeBook_CTA-121_Itr-24w34-2-VD | [SL],W20+ || TOP Eng || Free Book Pixel || INT || 1C || 03.07,$1,29,2025-03-07,2025-04-13,37
1923,DF_4295_V2_AK_EN_FB_IMG_1x1_blog_expertmenopausebook_cv_en_variation-2 | Gynecology specialist | You’ll be surprised | LP:BB 575,WC | Advantage+ | Tier 1 | LP:BB 575 | ABO | DFAPP | BBF Book | 7c1v | L30d | 01.24 Ad Set,$1,109,2025-01-24,2025-04-09,75
1924,BB_SM_1507_SL_1_AdF-Vid_9x16_L-US_24w47_Offer-BlackFridayHooks-Extra20_CTA-326 - Copy 2,W21+ || TopC || new INT || LP:Mix || Bl30d || 1C || 03.26,$1,33,2025-03-27,2025-04-14,18
1925,BB_327_GS_TT_7C_AdT-Trend_MN-2_Batch25_SS-60_Itr-24w33-4-5-AS - Copy,W21+ || WW || OPB || BL14d || 1C || 02.19,$1,26,2025-02-18,2025-04-13,54
1926,BB_GS_TT_214_10_MN-00_AdT-Testi_PH FOOD_CH-60 - Copy 5,W21+ || 🌎 WW || OPL || LP:Mix || Bl30d || 1C || 03.26,$1,72,2025-03-26,2025-04-13,18
