,Ad Name,Adset Name,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
49,RH_AK_FB_085_F-IMG_R-1X1_EN_25WK15_P-INO_blog_itr-3,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 085_blog | W15,$152,"1,367",2025-04-12,2025-04-14,2
50,RH-INO_CHUB_12.30_FBPOST-OPTI_just-black_1x1_4 | LP:Colostrum,CB buyers 1-2% | A+ | 1c | 25+,$146,"1,430",2025-02-12,2025-04-14,61
51,RH-CO_CHUB_12.31_FBPOST-OPTI_colorBG_1x1_4 | LP:Colostrum,CB buyers 4-5% | A+ | 1c | 25+,$144,"2,126",2025-02-19,2025-04-14,54
52,RH_AK_FB_045_F-VID_R-9X16_EN_25WK08_P-CO_fbpost-1,WC || US || LP:US || ASC+ || Scale || CC-110 || 02.12,$143,963,2025-03-06,2025-04-14,39
53,RH_AK_FB_084_F-IMG_R-1X1_EN_25WK15_P-INO_fbpost_itr-3,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 084_fbpost | W15,$142,"1,271",2025-04-12,2025-04-13,1
54,RH_CHUB-KZ_FB_081_F-VID_R-9x16_EN_25WK13_P-INO_I-UGCStickyNotesStory_Itr-2,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 081_UGCstickerstory | W14,$133,751,2025-04-09,2025-04-11,2
55,RH_AK_FB_074_F-IMG_R-1X1_EN_25WK12_P-INO_fbpost_itr-1,Control,$132,"1,275",2025-04-11,2025-04-14,3
56,RH_AK_FB_019_F-IMG_R-1X1_EN_25WK04_P-CO_fbpostcolor-3 | LP:Colostrum,1c | All | 25-65+ | CC-125,$126,"1,570",2025-02-14,2025-04-14,59
57,RH_AK_FB_059_F-IMG_R-1X1_EN_25WK13_P-INO_body_itr-1,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 079_body | W13,$125,"1,515",2025-04-08,2025-04-09,1
58,RH_AK_FB_059_F-IMG_R-1X1_EN_25WK11_P-INO_body_itr-3,1c | All | 25-65+ | Custom Stack 1,$122,998,2025-03-25,2025-04-14,20
